class_nbr,subject,catalog_nbr,class_section,descr,catalog_description,topic,units,component,class_type,acad_career_descr,instruction_mode_descr,campus_descr,location_descr,session_descr,start_dt,end_dt,enrl_stat_descr,class_capacity,enrollment_total,enrollment_available,wait_tot,wait_cap,grading_basis,combined_section,instructors
4037,BIOCHEM,301,01,Introductory Biochemistry I: Intermediary Metabolism,"Chemistry of the constituents of proteins, lipids, carbohydrates, and nucleic acids and their metabolic interrelationships. Recommended prerequisite: BIOLOGY 201L and two semesters of organic chemistry.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,195,154,41,0,195,Graded,Y,Brian Coggins
4052,BIOCHEM,393,01,Research Independent Study,"Individual research in a field of special interest, under the supervision of a faculty member, the major product of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open to first-year students and sophomores with consent of supervising instructor.",,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,3,0,3,0,3,Graded,N,Meta Kuehn
4053,BIOCHEM,393,02,Research Independent Study,"Individual research in a field of special interest, under the supervision of a faculty member, the major product of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open to first-year students and sophomores with consent of supervising instructor.",,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,3,0,3,0,3,Graded,N,Lorena S Beese
4054,BIOCHEM,393,03,Research Independent Study,"Individual research in a field of special interest, under the supervision of a faculty member, the major product of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open to first-year students and sophomores with consent of supervising instructor.",,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,3,0,3,0,3,Graded,N,Michael Boyce
4055,BIOCHEM,393,04,Research Independent Study,"Individual research in a field of special interest, under the supervision of a faculty member, the major product of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open to first-year students and sophomores with consent of supervising instructor.",,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,3,0,3,0,3,Graded,N,Richard G Brennan
4056,BIOCHEM,393,05,Research Independent Study,"Individual research in a field of special interest, under the supervision of a faculty member, the major product of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open to first-year students and sophomores with consent of supervising instructor.",,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,3,0,3,0,3,Graded,N,Shuo Han
4057,BIOCHEM,393,06,Research Independent Study,"Individual research in a field of special interest, under the supervision of a faculty member, the major product of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open to first-year students and sophomores with consent of supervising instructor.",,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,3,0,3,0,3,Graded,N,Seok-Yong Lee
4058,BIOCHEM,393,07,Research Independent Study,"Individual research in a field of special interest, under the supervision of a faculty member, the major product of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open to first-year students and sophomores with consent of supervising instructor.",,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,10,6,4,0,10,Graded,N,Robert J Lefkowitz
4059,BIOCHEM,393,08,Research Independent Study,"Individual research in a field of special interest, under the supervision of a faculty member, the major product of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open to first-year students and sophomores with consent of supervising instructor.",,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,3,0,3,0,3,Graded,N,Kathryn D Meyer
4060,BIOCHEM,393,09,Research Independent Study,"Individual research in a field of special interest, under the supervision of a faculty member, the major product of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open to first-year students and sophomores with consent of supervising instructor.",,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,3,0,3,0,3,Graded,N,Terrence G Oas
