class_nbr,subject,catalog_nbr,class_section,descr,catalog_description,topic,units,component,class_type,acad_career_descr,instruction_mode_descr,campus_descr,location_descr,session_descr,start_dt,end_dt,enrl_stat_descr,class_capacity,enrollment_total,enrollment_available,wait_tot,wait_cap,grading_basis,combined_section,instructors
2808,MMS,118CN,01,The Globalization of the Sports Economy: A Comprehensive Look at a Powerhouse Global Industry,"This course will look at sports through many professional and amateur lenses. The business of sports has recently grabbed the headlines as sports and sports teams are now considered a viable and enviable asset class. But more importantly and historically, sports has played an invaluable role in social policies and politics. From the desegregation of sports in the 40s and 50s to the essential role athletes and leagues had in the Civil Rights movement of the 60s to the most recent presidential election, sports, and athletes have a powerful and essential role in society. Global Sports will look at our favorite pastimes from multiple angles and even look at Duke's athletics and their significance on our Duke experience.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/07/2026,04/22/2026,Wait List,42,42,0,0,42,Graded,N,Ed Tiryakian
2806,MMS,197,01,Organizational Leadership & Management,"Study of individual and group behaviors within organized settings and managerial strategies that enhance organizational effectiveness. Topics include leadership, culture and diversity, power and politics, communication, decision making, motivation and reward systems, conflict management, justice and ethics as well as organization structure and design. Special attention to critical assessment of new technological options in organizational settings with an aim to produce informed, ethical consumers and leaders.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/07/2026,04/22/2026,Wait List,34,34,0,10,34,Graded,N,Yvette Bonaparte
2807,MMS,197,02,Organizational Leadership & Management,"Study of individual and group behaviors within organized settings and managerial strategies that enhance organizational effectiveness. Topics include leadership, culture and diversity, power and politics, communication, decision making, motivation and reward systems, conflict management, justice and ethics as well as organization structure and design. Special attention to critical assessment of new technological options in organizational settings with an aim to produce informed, ethical consumers and leaders.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/07/2026,04/22/2026,Wait List,34,34,0,15,34,Graded,N,Steven A Hicks
2805,MMS,230,01,Game Changers: From Panda Diplomacy to Zipcar,"The course discovers and draws inspiration from different types of game changers in a variety of fields and disciplines—from politics and policy to business/marketing/finance, environment and social movement. Investigations are pursued on how out-of-box thinking has brought creativity to problem solving and changed the ways people live, connect, and contribute around the world. The relevant factors that have helped successfully implement the core ideas as well as the blunders that pioneers have encountered are examined.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/07/2026,04/22/2026,Open,24,4,20,0,24,Graded,N,Pikuei Tu Kuei Tu
2804,MMS,275,01,Business of Sport: A Comprehensive Look at a Powerhouse Global Industry,"Provides a broad overview of 'Sports', finance/valuation, professional/college, sponsorship/marketing, teams/leagues, labor/ownership; examines industry from finance perspective in determining valuations; examines role of sports and transformation into entertainment; how web based applications have changed the dynamic of the sports industry; discussion of topics regarding lockouts, free agency, paying college athletes, NCAA tournament, college athletic budgets, Super Bowl, athlete salaries, public/corporate funding.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/07/2026,04/22/2026,Wait List,49,77,0,23,49,Graded,N,Ed Tiryakian
9682,MMS,331,01,Women at Work,"The course examines how gender, race, and class shape access to work, labor conditions, and workplace inequality across sectors and global contexts. Topics include care work in and outside families, domestic labor, informal economies, gig economies, entrepreneurship, and imagining a life that does not require so much work. Designed for students interested in the experiences of work as well as relevant systems and institutions.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/07/2026,04/22/2026,Wait List,25,25,0,0,25,Graded,Y,Tania Rispoli
3359,MMS,395,01,New Ventures Develop,"Do you want to design a business model around either your own idea or someone else's problem? In New Ventures Develop you'll learn to assess opportunities, develop and test business models, understand your financials, and build successful teams. If you've validated an idea through New Ventures Discover or through your independent customer discovery process, New Ventures Develop can facilitate idea to action. In this course, student teams will develop core elements of a strategy for a technology or business idea; detail will be suitable for a business plan document for a company seeking initial investment; strategy will serve as a foundation for a first operating plan for company.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/07/2026,04/22/2026,Wait List,2,2,0,1,2,Graded,Y,Jamie N Jones; Maxwell Benno Stern
2801,MMS,450,01,Markets and Management Capstone,"Capstone course open only to students in the Markets and Management Studies Program. Includes review of major perspectives and concepts from the program's core courses, plus a team project involving business plans or alternatively a strategic plan to identify and resolve problems confronting actual companies, industries, and communities. Students also develop a case study research paper of a product, firm, industry, occupation, country, or region. Consent of Director of Markets and Management Studies Program required.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/07/2026,04/22/2026,Wait List,24,24,0,0,24,Graded,N,Lisa A. Keister
2802,MMS,450,02,Markets and Management Capstone,"Capstone course open only to students in the Markets and Management Studies Program. Includes review of major perspectives and concepts from the program's core courses, plus a team project involving business plans or alternatively a strategic plan to identify and resolve problems confronting actual companies, industries, and communities. Students also develop a case study research paper of a product, firm, industry, occupation, country, or region. Consent of Director of Markets and Management Studies Program required.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/07/2026,04/22/2026,Open,24,20,4,0,24,Graded,N,Samuel A Veraldi
2803,MMS,450,03,Markets and Management Capstone,"Capstone course open only to students in the Markets and Management Studies Program. Includes review of major perspectives and concepts from the program's core courses, plus a team project involving business plans or alternatively a strategic plan to identify and resolve problems confronting actual companies, industries, and communities. Students also develop a case study research paper of a product, firm, industry, occupation, country, or region. Consent of Director of Markets and Management Studies Program required.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/07/2026,04/22/2026,Open,24,13,11,0,24,Graded,N,Cheryl Lin
