class_nbr,subject,catalog_nbr,class_section,descr,catalog_description,topic,units,component,class_type,acad_career_descr,instruction_mode_descr,campus_descr,location_descr,session_descr,start_dt,end_dt,enrl_stat_descr,class_capacity,enrollment_total,enrollment_available,wait_tot,wait_cap,grading_basis,combined_section,instructors
9521,LAW,110,01,Civil Procedure,A consideration of the basic problems of civil procedure designed to acquaint students with the fundamental stages and concerns of litigation.,,4.5,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/04/2025,Open,80,75,5,0,0,Graded,N,Trina Jones
9468,LAW,110,02,Civil Procedure,A consideration of the basic problems of civil procedure designed to acquaint students with the fundamental stages and concerns of litigation.,,4.5,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/04/2025,Open,80,78,2,0,0,Graded,N,Marin Katherine Levy
9469,LAW,110,03,Civil Procedure,A consideration of the basic problems of civil procedure designed to acquaint students with the fundamental stages and concerns of litigation.,,4.5,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/04/2025,Open,80,78,2,0,0,Graded,N,Thomas B Metzloff
9522,LAW,130,01,Contracts,"The formation and legal operations of contracts, their assignment, their significance to third parties, and their relationship to restitution and commercial law developments.",,4.5,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/04/2025,Open,45,39,6,0,0,Graded,N,Sara J Greene
9547,LAW,130,02,Contracts,"The formation and legal operations of contracts, their assignment, their significance to third parties, and their relationship to restitution and commercial law developments.",,4.5,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/04/2025,Open,80,76,4,0,0,Graded,N,Paul H Haagen
9548,LAW,130,03,Contracts,"The formation and legal operations of contracts, their assignment, their significance to third parties, and their relationship to restitution and commercial law developments.",,4.5,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/04/2025,Open,45,39,6,0,0,Graded,N,Veronica R Martinez
9908,LAW,130,04,Contracts,"The formation and legal operations of contracts, their assignment, their significance to third parties, and their relationship to restitution and commercial law developments.",,4.5,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/04/2025,Open,45,39,6,0,0,Graded,N,Jonathan Mark Seymour
9909,LAW,130,05,Contracts,"The formation and legal operations of contracts, their assignment, their significance to third parties, and their relationship to restitution and commercial law developments.",,4.5,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/04/2025,Open,45,38,7,0,0,Graded,N,Jeff Ward
9558,LAW,170,01,Property,"A study of the basic concepts of ownership of resources such as land, objects and ideas.",2L JDs only,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/04/2025,Open,60,49,11,0,0,Graded,N,Andrew H Foster
9910,LAW,170,02,Property,"A study of the basic concepts of ownership of resources such as land, objects and ideas.",2L JDs only,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/04/2025,Closed,56,58,0,0,0,Graded,N,Mara Revkin
